Vernier Format 2
wan.txt 8/29/2025 15:39:43
Run 1
Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration	
25.06	0.244	-0.009	-0.345	0.251	-0.066	-2.516	
25.08	0.244	-0.022	-0.331	0.250	-0.105	-0.953	
25.10	0.243	-0.027	-0.120	0.246	-0.100	0.621	
25.12	0.242	-0.025	0.019	0.245	-0.058	1.192	
25.14	0.241	-0.023	0.000	0.244	-0.042	1.005	
25.16	0.241	-0.022	-0.181	0.243	-0.003	-0.044	
25.18	0.241	-0.031	-0.336	0.245	-0.026	-1.753	
25.20	0.240	-0.036	-0.508	0.243	-0.096	-2.181	
25.22	0.239	-0.048	-0.801	0.242	-0.162	-0.462	
25.24	0.238	-0.068	-0.925	0.234	-0.128	1.805	
25.26	0.237	-0.103	-0.191	0.235	-0.013	0.851	
25.28	0.233	-0.095	1.286	0.238	-0.081	-0.835	
25.30	0.232	-0.024	1.468	0.231	-0.119	0.234	
25.32	0.234	-0.001	0.006	0.230	-0.041	0.205	
25.34	0.233	-0.034	-1.143	0.232	-0.071	-1.236	
25.36	0.232	-0.070	-1.164	0.228	-0.141	-0.670	
25.38	0.230	-0.088	-0.577	0.224	-0.109	0.392	
25.40	0.229	-0.106	0.548	0.224	-0.100	0.419	
25.42	0.224	-0.056	1.130	0.220	-0.088	0.169	
25.44	0.227	-0.018	-0.119	0.221	-0.081	-0.556	
25.46	0.226	-0.084	-0.510	0.218	-0.141	0.056	
25.48	0.221	-0.066	0.287	0.213	-0.094	1.250	
25.50	0.223	-0.037	-0.207	0.214	-0.046	0.580	
25.52	0.222	-0.092	-0.109	0.213	-0.070	-0.210	
25.54	0.217	-0.056	0.531	0.211	-0.075	-0.327	
25.56	0.220	-0.025	-0.478	0.209	-0.072	-0.800	
25.58	0.219	-0.116	0.138	0.209	-0.097	-1.376	
25.60	0.211	-0.047	1.679	0.207	-0.159	-0.517	
25.62	0.217	0.026	0.169	0.201	-0.158	1.903	
25.64	0.216	-0.037	-1.414	0.197	-0.034	2.233	
25.66	0.215	-0.090	-0.584	0.202	-0.014	0.205	
25.68	0.211	-0.078	1.130	0.199	-0.070	-0.164	
25.70	0.211	0.002	0.987	0.197	-0.050	0.693	
25.72	0.213	-0.023	0.048	0.196	-0.019	0.770	
25.74	0.209	-0.024	0.157	0.197	-0.005	0.278	
25.76	0.212	-0.017	0.226	0.197	-0.018	0.115	
25.78	0.208	-0.009	0.171	0.196	-0.010	0.453	
25.80	0.211	0.011	-0.617	0.196	0.009	0.504	
25.82	0.211	-0.074	0.240	0.197	-0.005	1.030	
25.84	0.205	-0.003	1.965	0.194	0.061	1.088	
25.86	0.211	0.075	0.690	0.201	0.068	-0.136	
25.88	0.211	0.030	-0.898	0.198	0.020	0.023	
25.90	0.211	0.009	-1.166	0.199	0.083	-0.261	
25.92	0.212	-0.033	-0.521	0.204	0.020	-0.738	
25.94	0.209	-0.030	0.896	0.199	0.007	0.787	
25.96	0.209	0.038	0.875	0.203	0.058	1.906	
25.98	0.213	0.020	0.210	0.201	0.106	1.886	
26.00	0.210	0.005	1.009	0.207	0.172	0.110	
26.02	0.211	0.082	0.909	0.211	0.100	-1.156	
26.04	0.215	0.076	-0.481	0.210	0.070	0.008	
26.06	0.215	0.022	-0.274	0.212	0.104	1.098	
26.08	0.214	0.048	0.624	0.214	0.148	0.694	
26.10	0.217	0.082	0.139	0.219	0.148	-0.601	
26.12	0.218	0.061	-0.691	0.221	0.115	-1.450	
26.14	0.219	0.034	-0.652	0.224	0.066	-1.041	
26.16	0.220	0.015	0.307	0.223	0.050	0.444	
26.18	0.218	0.053	0.995	0.224	0.097	1.231	
26.20	0.222	0.082	0.447	0.227	0.141	0.156	
26.22	0.223	0.069	-0.110	0.232	0.107	-1.122	
26.24	0.224	0.067	-0.214	0.231	0.054	-0.493	
26.26	0.226	0.059	-0.206	0.233	0.081	0.549	
26.28	0.227	0.060	-0.255	0.235	0.075	1.482	
26.30	0.228	0.055	-0.501	0.233	0.172	0.946	
26.32	0.229	0.038	-0.578	0.245	0.151	-1.242	
26.34	0.230	0.010	0.225	0.240	0.067	-1.147	
26.36	0.228	0.049	0.853	0.245	0.099	-0.651	
26.38	0.232	0.080	-0.035	0.246	0.056	-0.639	
26.40	0.233	0.048	-0.906	0.246	0.065	-0.333	
26.42	0.234	0.008	-0.331	0.249	0.064	-0.867	
26.44	0.231	0.032	0.431	0.250	0.002	-0.213	
26.46	0.235	0.060	-0.200	0.247	0.041	0.931	
26.48	0.236	0.010	-0.327	0.251	0.088	0.028	
26.50	0.234	0.032	0.144	0.252	0.047	-1.156	
26.52	0.238	0.030	0.006	0.253	0.015	-1.393	
26.54	0.235	0.033	-0.181	0.252	-0.012	-1.286	
26.56	0.239	0.041	-1.017	0.252	-0.024	-1.461	
26.58	0.239	-0.033	-0.702	0.253	-0.101	-0.395	
26.60	0.235	-0.027	1.132	0.245	-0.042	0.834	
26.62	0.236	0.056	1.094	0.253	-0.025	0.201	
26.64	0.240	0.061	-0.850	0.245	-0.064	0.711	
26.66	0.240	-0.016	-1.352	0.247	0.027	0.188	
26.68	0.237	-0.015	-0.718	0.250	-0.061	-0.193	
26.70	0.240	-0.028	-0.436	0.241	-0.006	0.494	
26.72	0.236	-0.053	0.659	0.251	0.004	-0.695	
26.74	0.236	-0.002	1.493	0.244	-0.068	-0.500	
26.76	0.236	0.048	0.353	0.245	-0.008	-0.743	
26.78	0.239	0.034	-1.754	0.246	-0.077	-1.750	
26.80	0.239	-0.042	-2.669	0.241	-0.100	-1.658	
26.82	0.238	-0.134	-0.713	0.243	-0.151	-1.123	
26.84	0.231	-0.108	2.744	0.235	-0.183	0.965	
26.86	0.231	0.051	2.840	0.232	-0.074	1.302	
26.88	0.236	0.073	-0.200	0.234	-0.073	-0.775	
26.90	0.236	0.001	-1.764	0.231	-0.151	-0.945	
26.92	0.235	-0.031	-1.748	0.226	-0.149	0.545	
26.94	0.234	-0.060	-1.548	0.224	-0.117	1.607	
26.96	0.233	-0.106	-0.595	0.221	-0.055	1.180	
26.98	0.229	-0.119	1.580	0.223	-0.044	-0.569	
27.00	0.226	-0.007	2.131	0.220	-0.079	-2.074	
27.02	0.231	0.033	-0.140	0.221	-0.169	-1.585	
27.04	0.230	-0.059	-0.652	0.212	-0.189	0.923	
27.06	0.226	-0.032	0.434	0.211	-0.079	1.234	
27.08	0.229	-0.001	0.047	0.212	-0.099	-0.286	
27.10	0.227	-0.028	-0.444	0.207	-0.135	-0.180	
27.12	0.227	-0.034	-0.455	0.205	-0.109	0.182	
27.14	0.226	-0.042	-0.481	0.204	-0.113	0.261	
27.16	0.225	-0.048	-0.581	0.201	-0.127	1.421	
27.18	0.224	-0.087	0.043	0.197	-0.061	2.536	
27.20	0.220	-0.044	0.497	0.198	0.029	1.236	
27.22	0.223	-0.016	-0.978	0.200	0.010	-1.034	
27.24	0.222	-0.122	-0.788	0.199	-0.050	-1.601	
27.26	0.215	-0.098	1.453	0.198	-0.091	-0.337	
27.28	0.217	-0.014	1.742	0.194	-0.069	1.249	
27.30	0.217	-0.011	1.167	0.194	-0.016	1.664	
27.32	0.216	0.012	1.112	0.194	0.028	0.607	
27.34	0.217	0.050	0.373	0.197	-0.001	-0.221	
27.36	0.219	0.038	-0.703	0.193	0.004	-0.278	
27.38	0.219	-0.001	-0.774	0.198	-0.006	-0.374	
27.40	0.218	-0.003	-0.345	0.193	-0.034	0.530	
27.42	0.219	-0.007	-0.168	0.194	0.019	1.231	
27.44	0.218	-0.010	0.011	0.195	0.040	0.877	
27.46	0.218	-0.008	0.206	0.196	0.050	0.587	
27.48	0.218	0.001	0.190	0.197	0.060	0.390	
27.50	0.218	0.009	-0.226	0.199	0.063	0.311	
27.52	0.218	-0.004	-0.746	0.199	0.073	0.266	
27.54	0.219	-0.044	-0.305	0.202	0.080	0.119	
27.56	0.215	-0.022	0.488	0.203	0.051	1.070	
27.58	0.218	-0.005	0.430	0.202	0.114	2.140	
27.60	0.216	-0.015	0.687	0.207	0.195	0.629	
27.62	0.216	0.044	0.027	0.212	0.161	-1.686	
27.64	0.220	-0.020	-0.341	0.215	0.072	-1.547	
27.66	0.213	0.004	0.393	0.213	0.052	0.628	
27.68	0.220	0.018	0.224	0.215	0.136	1.226	
27.70	0.214	0.019	0.016	0.220	0.156	-0.452	
27.72	0.222	0.007	0.273	0.223	0.083	-0.769	
27.74	0.215	-0.014	2.196	0.222	0.074	0.940	
27.76	0.217	0.140	2.113	0.224	0.156	1.312	
27.78	0.224	0.135	-0.724	0.230	0.175	-0.260	
27.80	0.224	0.060	-1.534	0.233	0.104	-0.298	
27.82	0.225	0.042	-0.895	0.232	0.132	0.817	
27.84	0.226	0.034	-0.373	0.238	0.190	-0.216	
27.86	0.226	0.034	-0.170	0.242	0.144	-2.065	
27.88	0.227	0.031	-0.228	0.244	0.064	-2.038	
27.90	0.227	0.023	-0.217	0.243	0.035	-0.565	
27.92	0.228	0.019	-0.056	0.245	0.038	1.082	
27.94	0.228	0.019	0.141	0.243	0.098	1.665	
27.96	0.228	0.031	-0.002	0.249	0.156	-0.086	
27.98	0.229	0.030	-0.539	0.252	0.081	-1.417	
28.00	0.230	0.008	-0.881	0.251	0.062	-1.110	
28.02	0.230	-0.037	0.110	0.255	0.048	-1.123	
28.04	0.226	0.005	1.366	0.253	0.009	-0.759	
28.06	0.230	0.065	0.603	0.253	0.038	-1.088	
28.08	0.231	0.033	-0.448	0.257	-0.041	-1.037	
28.10	0.231	0.021	-0.559	0.251	-0.059	1.189	
28.12	0.232	0.015	-0.698	0.252	0.049	1.525	
28.14	0.232	-0.002	-0.863	0.255	0.051	-0.265	
28.16	0.232	-0.037	-0.307	0.255	0.013	-1.200	
28.18	0.229	-0.016	0.333	0.255	-0.014	-1.280	
28.20	0.232	-0.008	0.296	0.254	-0.038	-0.980	
28.22	0.229	-0.003	0.116	0.254	-0.076	0.192	
28.24	0.232	-0.005	-0.018	0.249	-0.035	1.305	
28.26	0.229	-0.009	0.145	0.252	0.038	-0.197	
28.28	0.231	-0.002	0.387	0.255	-0.038	-1.952	
28.30	0.229	0.008	0.514	0.250	-0.097	-1.305	
28.32	0.231	0.036	-0.095	0.249	-0.082	-0.704	
28.34	0.232	0.006	-0.773	0.248	-0.126	0.000	
28.36	0.231	-0.015	-0.589	0.242	-0.091	0.916	
28.38	0.230	-0.020	-0.256	0.244	-0.051	0.069	
28.40	0.230	-0.019	-0.202	0.242	-0.093	-0.748	
28.42	0.230	-0.022	-0.437	0.239	-0.078	-1.521	
28.44	0.229	-0.033	-0.833	0.241	-0.161	-1.755	
28.46	0.229	-0.068	-0.610	0.232	-0.201	0.421	
28.48	0.226	-0.059	-0.126	0.229	-0.105	1.015	
28.50	0.228	-0.086	0.886	0.231	-0.126	0.058	
28.52	0.220	-0.025	1.848	0.224	-0.151	0.946	
28.54	0.227	0.030	0.892	0.223	-0.096	1.919	
28.56	0.223	0.005	0.054	0.221	-0.036	1.145	
28.58	0.226	0.023	-0.418	0.222	-0.010	-1.356	
28.60	0.226	-0.012	-0.748	0.223	-0.106	-2.969	
28.62	0.225	-0.020	-0.510	0.218	-0.202	-1.302	
28.64	0.224	-0.024	-0.616	0.212	-0.176	1.237	
28.66	0.224	-0.039	-0.770	0.210	-0.091	1.281	
28.68	0.224	-0.073	-0.094	0.211	-0.107	0.322	
28.70	0.220	-0.068	1.534	0.205	-0.120	0.878	
28.72	0.219	0.023	1.501	0.204	-0.047	0.477	
28.74	0.223	0.040	-0.717	0.206	-0.090	-0.350	
28.76	0.222	-0.021	-2.253	0.199	-0.091	0.054	
28.78	0.222	-0.089	-1.846	0.202	-0.071	-0.101	
28.80	0.218	-0.128	0.289	0.198	-0.106	0.263	
28.82	0.215	-0.074	2.198	0.196	-0.070	0.932	
28.84	0.215	-0.006	2.354	0.195	-0.048	0.765	
28.86	0.215	0.064	0.630	0.194	-0.037	0.477	
28.88	0.220	0.008	-0.615	0.194	-0.036	0.452	
28.90	0.215	-0.041	1.394	0.193	-0.024	0.747	
28.92	0.214	0.098	1.946	0.193	-0.010	1.194	
28.94	0.221	0.119	-0.904	0.192	0.019	1.657	
28.96	0.221	0.027	-2.314	0.193	0.082	0.876	
28.98	0.222	-0.033	-1.081	0.197	0.080	-0.981	
29.00	0.219	-0.033	1.028	0.197	0.020	-1.720	
29.02	0.218	0.051	1.283	0.197	-0.029	-0.498	
29.04	0.223	0.066	-0.671	0.195	-0.015	1.483	
29.06	0.223	-0.016	-1.025	0.196	0.050	2.449	
29.08	0.220	0.001	-0.187	0.197	0.125	1.383	
29.10	0.224	-0.018	0.568	0.202	0.124	-0.561	
29.12	0.218	0.022	1.311	0.203	0.071	-1.077	
29.14	0.225	0.065	0.629	0.204	0.039	0.240	
29.16	0.222	0.045	0.005	0.202	0.095	1.017	
29.18	0.226	0.050	-0.108	0.209	0.135	-0.461	
29.20	0.224	0.042	-0.165	0.211	0.051	-0.943	
29.22	0.227	0.059	-0.690	0.209	0.050	0.602	
29.24	0.228	-0.008	-0.367	0.211	0.099	1.323	
29.26	0.224	0.025	0.761	0.214	0.116	1.298	
29.28	0.229	0.069	0.040	0.215	0.160	0.712	
29.30	0.230	0.015	-0.291	0.221	0.162	-0.543	
29.32	0.228	0.032	0.274	0.223	0.099	-0.279	
29.34	0.231	0.056	-0.265	0.222	0.152	-0.041	
29.36	0.232	0.026	-0.906	0.231	0.149	-1.643	
29.38	0.232	-0.015	-0.178	0.231	0.035	-1.001	
29.40	0.229	0.021	0.503	0.229	0.056	1.697	
29.42	0.233	0.030	0.213	0.231	0.155	2.214	
29.44	0.231	0.026	0.036	0.236	0.204	0.107	
29.46	0.234	0.021	0.175	0.242	0.137	-1.383	
29.48	0.231	0.028	0.487	0.241	0.111	-1.257	
29.50	0.235	0.062	-0.104	0.246	0.111	-1.763	
29.52	0.235	0.026	-0.825	0.247	0.035	-1.768	
29.54	0.235	0.014	-0.895	0.246	-0.010	0.274	
29.56	0.236	-0.002	-1.134	0.244	0.054	1.861	
29.58	0.236	-0.044	-0.734	0.249	0.118	1.065	
29.60	0.233	-0.048	0.409	0.251	0.114	-0.693	
29.62	0.233	-0.018	1.161	0.254	0.061	-1.337	
29.64	0.233	0.007	1.358	0.252	0.046	-1.146	
29.66	0.233	0.054	0.628	0.256	0.026	-1.236	
29.68	0.236	0.047	-0.763	0.253	-0.015	-0.762	
29.70	0.236	0.001	-1.162	0.254	0.000	-0.346	
29.72	0.235	-0.017	-0.699	0.255	-0.040	0.485	
29.74	0.235	-0.025	-0.231	0.251	0.006	1.621	
29.76	0.234	-0.019	-0.125	0.255	0.079	0.317	
29.78	0.234	-0.020	-0.437	0.257	0.035	-1.725	
29.80	0.234	-0.038	-0.597	0.256	-0.023	-2.378	
29.82	0.233	-0.066	0.164	0.255	-0.081	-1.776	
29.84	0.230	-0.033	0.939	0.252	-0.105	-0.423	
29.86	0.232	0.004	0.330	0.251	-0.113	1.279	
29.88	0.231	-0.018	-0.405	0.245	-0.019	1.300	
29.90	0.231	-0.031	-0.396	0.252	0.007	-1.412	
29.92	0.230	-0.036	-0.247	0.250	-0.141	-1.450	
29.94	0.229	-0.034	-0.386	0.242	-0.114	1.048	
29.96	0.229	-0.048	-0.617	0.244	-0.015	0.220	
29.98	0.227	-0.066	-0.417	0.245	-0.081	-1.587	
30.00	0.226	-0.084	0.557	0.240	-0.138	-0.986	
30.02	0.222	-0.035	1.014	0.239	-0.138	0.415	
30.04	0.225	-0.004	-0.232	0.234	-0.102	1.009	
30.06	0.224	-0.048	-1.221	0.234	-0.047	-0.477	
30.08	0.223	-0.092	-0.507	0.235	-0.141	-1.197	
30.10	0.219	-0.088	0.990	0.227	-0.171	1.094	
30.12	0.218	-0.014	0.803	0.225	-0.042	1.195	
30.14	0.220	-0.018	-0.909	0.229	-0.068	-0.946	
30.16	0.219	-0.088	-0.990	0.223	-0.136	-0.971	
30.18	0.216	-0.110	1.136	0.221	-0.120	-0.316	
30.20	0.212	-0.009	1.945	0.219	-0.124	-0.416	
30.22	0.217	0.014	0.621	0.217	-0.155	0.197	
30.24	0.213	-0.002	-0.242	0.211	-0.123	1.040	
30.26	0.216	0.012	-1.302	0.212	-0.098	1.152	
30.28	0.216	-0.075	-1.214	0.207	-0.071	0.859	
30.30	0.211	-0.073	0.479	0.209	-0.043	-0.316	
30.32	0.212	-0.030	1.057	0.207	-0.092	-1.026	
30.34	0.211	-0.015	0.921	0.205	-0.119	-0.144	
30.36	0.211	0.020	0.183	0.202	-0.104	1.088	
30.38	0.214	-0.032	0.374	0.200	-0.058	1.552	
30.40	0.207	0.016	1.214	0.199	-0.016	0.813	
30.42	0.214	0.076	-0.369	0.201	-0.030	0.081	
30.44	0.214	-0.000	-1.700	0.198	-0.032	0.083	
30.46	0.213	-0.052	-0.522	0.199	-0.006	-0.585	
30.48	0.210	-0.033	1.198	0.199	-0.064	-0.756	
30.50	0.211	0.047	0.909	0.195	-0.074	0.653	
30.52	0.214	0.018	-0.086	0.195	-0.021	1.413	
30.54	0.211	-0.009	0.892	0.195	0.004	1.275	
30.56	0.211	0.068	1.214	0.195	0.025	1.204	
30.58	0.216	0.086	-0.309	0.196	0.046	1.259	
30.60	0.216	0.038	-1.081	0.197	0.085	0.884	
30.62	0.217	-0.001	-0.030	0.200	0.097	-0.127	
30.64	0.214	0.044	0.776	0.202	0.068	-0.669	
30.66	0.219	0.075	-0.314	0.202	0.057	-0.531	
30.68	0.219	0.031	-1.362	0.204	0.053	-0.450	
30.70	0.220	-0.020	-0.570	0.205	0.018	0.422	
30.72	0.217	-0.014	1.227	0.202	0.071	1.104	
30.74	0.218	0.053	1.945	0.208	0.113	-0.184	
30.76	0.220	0.103	0.853	0.210	0.037	-0.337	
30.78	0.224	0.081	-0.228	0.208	0.045	1.601	
30.80	0.222	0.072	-0.370	0.209	0.145	1.750	
30.82	0.227	0.083	-0.968	0.216	0.162	-0.124	
30.84	0.228	0.013	-0.592	0.217	0.110	-0.977	
30.86	0.225	0.040	0.574	0.219	0.099	-0.697	
30.88	0.229	0.059	0.676	0.221	0.094	-0.648	
30.90	0.227	0.075	0.362	0.223	0.061	-0.101	
30.92	0.232	0.092	-0.728	0.222	0.091	0.381	
30.94	0.233	0.020	-0.694	0.228	0.100	-0.063	
30.96	0.231	0.041	0.351	0.227	0.069	0.265	
30.98	0.234	0.073	-0.113	0.229	0.096	1.094	
31.00	0.236	0.028	-0.332	0.231	0.137	0.852	
31.02	0.234	0.042	0.044	0.235	0.150	-0.306	
31.04	0.237	0.058	-0.567	0.238	0.115	-1.125	
31.06	0.238	0.003	-0.413	0.239	0.086	-1.003	
31.08	0.236	0.010	0.961	0.241	0.076	-0.685	
31.10	0.237	0.073	0.992	0.243	0.047	0.125	
31.12	0.240	0.076	-0.189	0.241	0.081	0.689	
31.14	0.241	0.050	-0.898	0.246	0.108	-0.263	
31.16	0.242	0.032	-1.142	0.247	0.086	-1.727	
31.18	0.243	0.002	-1.014	0.251	0.005	-1.601	
31.20	0.242	-0.032	0.098	0.246	-0.033	0.851	
31.22	0.239	0.010	0.951	0.247	0.070	1.947	
31.24	0.243	0.047	0.004	0.250	0.115	-0.026	
31.26	0.243	0.008	-0.948	0.254	0.053	-1.589	
31.28	0.243	-0.012	-0.973	0.251	0.020	-1.815	
31.30	0.243	-0.045	-0.317	0.255	-0.018	-1.699	
31.32	0.240	-0.022	0.327	0.251	-0.064	-0.818	
31.34	0.242	-0.005	-0.129	0.251	-0.063	0.314	
31.36	0.241	-0.048	0.135	0.247	-0.006	-0.413	
31.38	0.238	-0.010	0.703	0.253	-0.051	-2.056	
31.40	0.241	0.016	-0.208	0.247	-0.169	-0.265	
31.42	0.240	-0.021	-1.020	0.242	-0.106	3.210	
31.44	0.239	-0.044	-0.952	0.240	0.050	2.767	
31.46	0.239	-0.061	-0.574	0.247	0.072	-0.797	
31.48	0.237	-0.079	0.324	0.246	-0.036	-2.367	
31.50	0.234	-0.043	0.874	0.244	-0.066	-1.765	
31.52	0.236	-0.015	0.121	0.244	-0.091	-1.317	
31.54	0.235	-0.041	-0.624	0.241	-0.139	-0.089	
31.56	0.234	-0.056	-0.669	0.235	-0.087	0.663	
31.58	0.232	-0.065	-0.686	0.238	-0.067	-0.339	
31.60	0.232	-0.092	-0.302	0.235	-0.133	-0.069	
31.62	0.228	-0.076	0.096	0.231	-0.107	1.398	
31.64	0.229	-0.078	0.059	0.229	-0.020	0.499	
31.66	0.225	-0.095	0.802	0.233	-0.036	-2.318	
31.68	0.223	-0.028	0.718	0.231	-0.197	-1.699	
31.70	0.226	-0.045	-0.205	0.220	-0.153	1.060	
31.72	0.221	-0.058	-0.204	0.224	-0.067	0.452	
31.74	0.223	-0.063	0.154	0.221	-0.136	-0.254	
31.76	0.218	-0.050	0.422	0.216	-0.128	0.845	
31.78	0.221	-0.021	-0.323	0.214	-0.067	0.684	
31.80	0.219	-0.064	-0.969	0.216	-0.085	-0.107	
31.82	0.218	-0.093	-0.270	0.211	-0.115	0.675	
31.84	0.214	-0.067	0.194	0.209	-0.031	0.454	
31.86	0.216	-0.066	-0.009	0.213	-0.075	-0.656	
31.88	0.212	-0.089	0.556	0.205	-0.104	0.044	
31.90	0.211	-0.050	1.233	0.207	-0.045	-0.262	
31.92	0.210	0.001	0.285	0.206	-0.109	-0.556	
31.94	0.213	-0.036	-0.737	0.201	-0.116	1.036	
31.96	0.208	-0.074	0.132	0.200	-0.048	1.746	
31.98	0.208	-0.031	1.069	0.200	-0.001	0.556	
32.00	0.208	-0.009	1.092	0.202	-0.038	-0.313	
32.02	0.208	0.024	0.549	0.197	-0.035	-0.223	
32.04	0.210	0.006	0.181	0.200	-0.040	-0.247	
32.06	0.207	0.018	0.348	0.196	-0.061	0.407	
32.08	0.210	0.041	-0.342	0.197	-0.020	0.927	
32.10	0.210	0.007	-1.067	0.196	-0.008	0.886	
32.12	0.210	-0.018	-0.954	0.197	-0.005	1.549	
32.14	0.210	-0.052	0.142	0.194	0.056	1.948	
32.16	0.207	-0.026	1.720	0.199	0.119	0.436	
32.18	0.207	0.057	1.494	0.202	0.060	-0.586	
32.20	0.211	0.068	-0.228	0.200	0.059	-0.063	
32.22	0.212	0.005	-0.289	0.204	0.084	-0.440	
32.24	0.209	0.036	0.506	0.205	0.030	-0.273	
32.26	0.213	0.067	-0.249	0.203	0.057	0.535	
32.28	0.213	0.027	-0.922	0.208	0.076	0.344	
32.30	0.214	-0.008	-0.030	0.207	0.058	0.616	
32.32	0.212	0.010	1.505	0.208	0.108	0.487	
32.34	0.213	0.091	1.333	0.213	0.086	0.077	
32.36	0.217	0.096	-0.323	0.211	0.094	0.402	
32.38	0.218	0.054	-0.967	0.216	0.108	0.455	
32.40	0.219	0.020	0.003	0.216	0.110	0.565	
32.42	0.217	0.058	0.894	0.220	0.143	-0.008	
32.44	0.221	0.096	0.070	0.223	0.121	-0.998	
32.46	0.223	0.061	-0.849	0.225	0.091	-1.282	
32.48	0.223	0.042	-0.847	0.227	0.040	-0.233	
32.50	0.225	0.013	-0.107	0.225	0.064	1.535	
32.52	0.223	0.023	1.165	0.228	0.145	1.369	
32.54	0.224	0.094	0.875	0.233	0.148	-0.147	
32.56	0.228	0.096	-0.988	0.235	0.113	-0.640	
32.58	0.230	0.016	-1.173	0.236	0.105	-0.382	
32.60	0.227	0.005	0.599	0.239	0.103	-0.210	
32.62	0.229	0.057	1.643	0.240	0.115	-0.745	
32.64	0.230	0.110	0.836	0.245	0.056	-0.698	
32.66	0.234	0.108	-0.836	0.241	0.075	-0.058	
32.68	0.235	0.054	-1.448	0.248	0.089	-0.755	
32.70	0.236	0.011	-0.306	0.247	0.008	-0.060	
32.72	0.234	0.046	0.706	0.245	0.085	0.600	
32.74	0.238	0.078	0.054	0.252	0.085	-0.853	
32.76	0.238	0.047	-0.738	0.250	0.020	-1.032	
32.78	0.239	0.036	-1.098	0.251	0.019	-0.170	
32.80	0.240	0.012	-1.541	0.251	0.024	0.361	
32.82	0.241	-0.039	-1.111	0.252	0.047	0.126	
32.84	0.238	-0.075	1.044	0.253	0.048	-0.931	
32.86	0.235	0.013	2.587	0.255	0.011	-1.873	
32.88	0.239	0.095	1.196	0.254	-0.079	-0.671	
32.90	0.241	0.068	-0.683	0.248	-0.017	0.594	
32.92	0.242	0.029	-1.001	0.255	0.007	-0.747	
32.94	0.241	0.018	-0.679	0.250	-0.066	-1.415	
32.96	0.242	0.012	-0.606	0.250	-0.070	-1.146	
32.98	0.242	-0.007	-0.539	0.249	-0.118	-0.390	
33.00	0.242	-0.015	-0.284	0.244	-0.105	1.064	
33.02	0.241	-0.014	-0.248	0.243	-0.030	0.497	
33.04	0.241	-0.018	-0.497	0.246	-0.061	-1.111	
33.06	0.241	-0.034	-0.672	0.241	-0.120	-0.722	
33.08	0.240	-0.067	0.061	0.239	-0.107	0.570	
33.10	0.237	-0.033	0.756	0.237	-0.103	1.939	
33.12	0.239	0.000	-0.070	0.232	0.015	1.169	
33.14	0.239	-0.034	-0.913	0.241	-0.003	-1.896	
33.16	0.238	-0.076	-0.158	0.234	-0.118	-2.381	
33.18	0.234	-0.041	0.627	0.234	-0.145	-0.613	
33.20	0.236	-0.011	-0.193	0.228	-0.149	1.494	
33.22	0.235	-0.052	-0.889	0.226	-0.050	1.867	
33.24	0.234	-0.086	-0.026	0.228	-0.010	-0.622	
33.26	0.230	-0.051	0.743	0.228	-0.101	-2.011	
33.28	0.232	-0.015	-0.156	0.222	-0.154	-0.648	
33.30	0.231	-0.057	-1.066	0.220	-0.118	0.593	
33.32	0.230	-0.098	-0.255	0.218	-0.097	0.474	
33.34	0.226	-0.068	0.688	0.217	-0.101	0.159	
33.36	0.227	-0.048	0.612	0.214	-0.093	-0.149	
33.38	0.224	-0.040	0.205	0.213	-0.102	-0.488	
33.40	0.226	-0.026	-0.772	0.210	-0.125	-0.192	
33.42	0.224	-0.085	-1.054	0.208	-0.130	0.880	
33.44	0.221	-0.096	-0.131	0.204	-0.075	1.320	
33.46	0.220	-0.073	0.152	0.206	-0.041	0.227	
33.48	0.219	-0.073	-0.171	0.204	-0.087	-0.088	
33.50	0.218	-0.101	0.365	0.200	-0.060	0.248	
33.52	0.214	-0.083	1.866	0.202	-0.063	0.111	
33.54	0.213	0.003	2.003	0.198	-0.061	0.303	
33.56	0.215	0.028	0.666	0.199	-0.051	0.451	
33.58	0.214	0.031	-0.725	0.196	-0.056	1.118	
33.60	0.218	-0.018	-1.266	0.196	0.011	1.068	
33.62	0.213	-0.062	0.109	0.198	-0.003	0.480	
33.64	0.213	0.003	0.873	0.195	0.007	0.689	
33.66	0.215	0.000	0.359	0.198	0.047	0.043	
33.68	0.212	0.009	-0.021	0.199	0.014	-0.650	
33.70	0.215	0.020	-1.161	0.198	-0.017	0.254	
33.72	0.215	-0.055	-1.328	0.196	0.028	1.077	
33.74	0.212	-0.076	0.350	0.200	0.049	0.936	
33.76	0.211	-0.029	1.456	0.198	0.059	0.890	
33.78	0.211	0.013	1.178	0.202	0.091	0.490	
33.80	0.211	0.043	-0.173	0.203	0.081	0.027	
33.82	0.215	-0.022	-0.411	0.205	0.083	-0.060	
33.84	0.209	-0.020	1.295	0.206	0.083	-0.347	
33.86	0.212	0.083	0.805	0.208	0.071	-0.615	
33.88	0.216	0.038	-0.801	0.209	0.054	-0.518	
33.90	0.212	0.018	-1.013	0.211	0.030	0.421	
33.92	0.217	-0.021	-0.294	0.209	0.059	1.736	
33.94	0.211	-0.010	1.155	0.212	0.146	1.087	
33.96	0.215	0.057	1.074	0.218	0.119	-0.306	
33.98	0.214	0.066	-0.376	0.217	0.083	0.418	
34.00	0.219	0.030	-1.224	0.219	0.140	1.065	
